aer_ratings_tag,country_regional_group,country_classification__om__5_jan_2018_,department,project_name,modality,mode_of_financial_assistance,modality__financing_,source_of_funds,approved_amount__usd_mil_,disbursed_amount__usd_mil_,signed__committed_amount__usd_mil_,approval_date,approval_year,loan_grant_signing,loan_grant_effectivity__original_,loan_grant_effectivity__actual_,closing_date__estimate__ctl,closing_date__actual___ctl_,cofin__app_usd_mil_,cofin__act_usd_mil_,proj_cost__app_usd_mil_,proj_cost__act_usd_mil_,primary_sector__pcs_2014_,rrp_circulation_date__bod_,pcr_circulation_date__bod_,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrower_performance,pcr_ea_performance,pcr_adb_performance,pvr_circulation_date,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb__performance,pcr_quality,pper_circulation_date__bod_,pper_overall_rating,pper_relevance,pper_effectiveness,pper_efficiency,pper_sustainability,pper_borrower_performance,pper_ea_performance,pper_adb_performance,source_of_latest_rating,aer_reporting_year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
9,Central and West Asia,OCR Blend,CWRD,Second Central Asia Regional Economic Cooperation Corridor 2 Road Investment Program (Tranche 3 and Multitranche Financing Facility),Project,MFF-Facility,MFF - Facility,OCR,150.0,37.985892,150.0,2015,2015.0,2016.0,,2016.0,2017.0,2021.0,0.0,0.0,230.0,39.3,TRA,,2022.0,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Second Central Asia Regional Economic Cooperation Corridor 2 Road Investment Program (Tranche 3),Project,MFF-Tranche (Loan),,OCR,150.0,37.985892,150.0,2015,2015.0,2016.0,,2016.0,2017.0,2021.0,0.0,0.0,230.0,39.3,TRA,,2022.0,less than successful,relevant,less than effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
1,East Asia,Regular OCR-only,EARD,Guizhou Vocational Education Development Program,Program,Results-Based Lending,Results-Based Lending,OCR,150.0,150.0,150.0,2015,2015.0,2016.0,,2016.0,2020.0,2021.0,0.0,0.0,1610.0,2973.0,EDU,,2022.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
"1,9",South Asia,OCR Blend,SARD,Himachal Pradesh Clean Energy Development Investment Program (Tranches 1 and 2),Project,MFF-Tranche (Loan),MFF - tranche,OCR,209.1,192.82,209.1,2008,2008.0,2008.0,,2008.0,2014.0,2017.0,0.0,0.0,294.1,466.0,ENE,,2022.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Himachal Pradesh Clean Energy Development Investment Program (Tranche 1),Project,MFF-Tranche (Loan),,OCR,150.0,141.98,150.0,2008,2008.0,2008.0,,2008.0,2014.0,2018.0,,,,,ENE,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Himachal Pradesh Clean Energy Development Investment Program (Tranche 2),Project,MFF-Tranche (Loan),,OCR,59.1,50.84,59.1,2009,2009.0,2010.0,,2010.0,2014.0,2017.0,,,,,ENE,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
1,East Asia,OCR Blend,EARD,Fourth Health Sector Development Project,Project,Project loan/grant,Project loan/grant,ADF/COL/OCR/World Health Organization,55.0,51.63494,54.9831288,2010,2010.0,2010.0,,2011.0,2021.0,2022.0,0.45,0.45,58.989,54.17,HLT,,2022.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,highly satisfactory,,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
0,East Asia,OCR Blend,EARD,Fourth Health Sector Development Project (Additional Financing),Project,Project loan,,COL,25.0,22.64495,24.9831288,2012,2012.0,2013.0,,2013.0,2016.0,2022.0,,,,,HLT,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
0,East Asia,OCR Blend,EARD,Fourth Health Sector Development Project (Additional Financing),Project,Project loan,,OCR,16.0,15.0,16.0,2019,2019.0,2019.0,,2019.0,2021.0,2022.0,,,,,HLT,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
0,East Asia,OCR Blend,EARD,Fourth Health Sector Development Project,Project,Project grant,,ADF,14.0,13.98999,14.0,2010,2010.0,2010.0,,2011.0,2016.0,2022.0,,,,,HLT,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
1,East Asia,OCR Blend,EARD,Agriculture and Rural Development Project,Project,Project loan/grant,Project loan/grant,OCR/COL/ADF,64.72,63.956,64.7278876,2008,2008.0,2008.0,,2009.0,2021.0,2022.0,2.0,1.6954,108.5,113.07,ANR,,2022.0,successful,relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,highly satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
0,East Asia,OCR Blend,EARD,Agriculture and Rural Development Project(Additional Financing),Project,Project loan,,OCR,35.0,35.0,35.0,2015,2015.0,2015.0,,2016.0,2021.0,2022.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
0,East Asia,OCR Blend,EARD,Agriculture and Rural Development Project(Additional Financing),Project,Project loan,,COL,15.0,14.239,15.0108876,2015,2015.0,2015.0,,2016.0,2021.0,2022.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
0,East Asia,OCR Blend,EARD,Agriculture and Rural Development Project,Project,Project grant,,ADF,14.72,14.717,14.717,2008,2008.0,2008.0,,2009.0,2012.0,2016.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
1,East Asia,Regular OCR-only,EARD,Chemical Industry Energy Efficiency and Emission Reduction Project,Project,"	
Development financing institution (DFI)",DFI,OCR,100.0,70.0,100.0,2015,2015.0,2016.0,,2016.0,2021.0,2021.0,81.73,,245.0,138.04,ENE,,2022.0,successful,highly relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,highly relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
9,Central and West Asia,Regular OCR-only,CWRD,Sustainable Urban Transport Investment Program (Tranche 5 and Multitranche Financing Facility),Project,MFF-Facility,MFF - Facility,OCR,14.27,11.235,14.13359308,2017,2017.0,2017.0,,2018.0,2020.0,2021.0,0.0,0.0,16.95,13.68,TRA,,2022.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,less than relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
0,Central and West Asia,Regular OCR-only,CWRD,Sustainable Urban Transport Investment Program (Tranche 5 and Multitranche Financing Facility),Project,MFF-Tranche (Loan),,OCR,14.27,11.235,14.13359308,2017,2017.0,2017.0,,2018.0,2020.0,2021.0,,,,,TRA,,2022.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Second Chittagong Hill Tracts Rural Development Project,Project,Project loan,Project loan,COL,55.0,48.353891216,53.61027532,2011,2011.0,2011.0,,2011.0,2019.0,2022.0,0.0,0.0,70.81,59.66,TRA,,2022.0,successful,relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,East Asia,OCR Blend,EARD,Skills for Employment Project,Project,Project loan,Project loan,COL,25.0,23.663782818999998,23.615958600000003,2014,2014.0,2015.0,,2015.0,2019.0,2022.0,0.0,0.0,28.59,23.99,EDU,,2022.0,highly successful,highly relevant,highly effective,efficient,most likely sustainable,satisfactory,satisfactory,satisfactory,,highly successful,highly relevant,effective,efficient,most likely sustainable,satisfactory,satisfactory,satisfactory,,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,Southeast Asia,OCR Blend,SERD,Mid-Level Skills Training Project,Project,Project grant,Project grant,ADF,12.0,4.8,12.0,2011,2011.0,2012.0,,2012.0,2017.0,2021.0,0.0,0.0,13.0,13.1,EDU,,2022.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,East Asia,Regular OCR-only,EARD,Guangxi Beibu Gulf Cities Development Project,Project,Project loan,Project loan,OCR,200.0,200.0,200.0,2011,2011.0,2012.0,,2012.0,2017.0,2022.0,0.0,0.0,406.8,408.91,TRA,,2022.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,East Asia,OCR Blend,EARD,Higher Education Reform Project,Project,Project loan,Project loan,COL,20.0,17.64041893,20.0534238,2011,2011.0,2011.0,,2012.0,2017.0,2021.0,0.0,0.0,22220.0,21900.7,EDU,,2022.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,less than relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Bihar State Highways II Project,Project,Project loan,Project loan,OCR,600.0,428.43903934,600.0,2010,2010.0,2010.0,,2011.0,2018.0,2020.0,0.0,0.0,799.0,739.39,TRA,,2022.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Bihar State Highways II Project,Project,Project loan,,OCR,300.0,246.27334152,300.0,2010,2010.0,2010.0,,2011.0,2015.0,2018.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Bihar State Highways II Project (Additional Financing),Project,Project loan,,OCR,300.0,182.16569782,300.0,2012,2012.0,2013.0,,2013.0,2018.0,2020.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
"1,9",Central and West Asia,Regular OCR-only,CWRD,Urban Services Improvement Investment Program – Tranche 1,Project,MFF-Tranche (Loan),MFF - tranche,COL,80.0,70.64181491,83.29477576000001,2011,2011.0,2011.0,,2011.0,2016.0,2021.0,0.0,0.0,105.0,82.47,WUS,,2022.0,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
"1,9",Central and West Asia,Regular OCR-only,CWRD,Urban Services Improvement Investment Program – Tranche 2,Project,MFF-Tranche (Loan),MFF - tranche,COL,40.0,33.650064799999996,38.92353894,2011,2011.0,2011.0,,2011.0,2017.0,2021.0,0.0,0.0,46.0,39.29,WUS,,2022.0,less than successful,relevant,less than effective,inefficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,relevant,less than effective,inefficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,East Asia,Regular OCR-only,EARD,Hubei Huangshi Urban Pollution Control and Environmental Management Project,Project,Project loan,Project loan,OCR,100.0,100.0,100.0,2012,2012.0,2013.0,,2013.0,2018.0,2021.0,0.0,0.0,245.63,192.33,ANR,,2022.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,South Asia,Concessional assistance-only,SARD,"Financial Market Development Program (Subprograms 1, 2, and 3)",Program,Programmatic Approach Policy-Based Lending (Loan),Programmatic Approach Policy-Based Lending,COL,90.0,90.0,90.0,2019,2019.0,2019.0,,2019.0,2021.0,2021.0,0.0,0.0,90.0,90.0,FIN,,2022.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
0,South Asia,Concessional assistance-only,SARD,"Financial Market Development Program 
(Subprogram 1)",Program,Programmatic Approach Policy-Based Lending (Loan),,COL,30.0,30.0,30.0,2019,2019.0,2019.0,,2019.0,2020.0,2020.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
0,South Asia,Concessional assistance-only,SARD,"Financial Market Development Program 
(Subprogram 2)",Program,Programmatic Approach Policy-Based Lending (Loan),,COL,30.0,30.0,30.0,2020,2020.0,2020.0,,2020.0,2020.0,2020.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
0,South Asia,Concessional assistance-only,SARD,"Financial Market Development Program 
(Subprogram 3)",Program,Programmatic Approach Policy-Based Lending (Loan),,COL,30.0,30.0,30.0,2021,2021.0,2021.0,,2021.0,2021.0,2021.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
1,East Asia,Regular OCR-only,EARD,Yunnan Chuxiong Urban Environment Improvement Project,Project,Project loan,Project loan,OCR.,150.0,150.0,150.0,2014,2014.0,2014.0,,2014.0,2019.0,2021.0,0.0,0.0,410.4,367.4,ANR,,2022.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,East Asia,OCR Blend,EARD,Shock-Responsive Social Protection Project,Project,Special assistance loan,Special assistance loan,COL,26.4,26.37581625,26.4,2020,2020.0,2020.0,,2020.0,2021.0,2021.0,0.0,0.0,265.79,322.05,PSM,,2022.0,highly successful,highly relevant,highly effective,efficient,most likely sustainable,satisfactory,satisfactory,highly satisfactory,,highly successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,highly satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,East Asia,Regular OCR-only,EARD,Hunan Technical and Vocational Education and Training Demonstration Project,Project,Project loan,Project loan,OCR,50.0,50.0,50.0,2013,2013.0,2013.0,,2013.0,2019.0,2022.0,0.0,0.0,105.84,98.46,EDU,,2022.0,highly successful,highly relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,,successful,relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Coastal Climate-Resilient Infrastructure Project,Project,Project loan,Project loan,COL/Strategic Climate Fund/IFAD/KfW,50.0,40.20734122,50.08,2012,2012.0,2013.0,,2013.0,2019.0,2021.0,68.8,66.05,150.0,155.79,TRA,,2022.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Coastal Climate-Resilient Infrastructure Project,Project,Project loan,,COL,20.0,17.51887554,20.084326190000002,2012,2012.0,2013.0,,2013.0,2019.0,2021.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Coastal Climate-Resilient Infrastructure Project,Project,Project loan,,Strategic Climate Fund,20.0,17.72690227,20.0,2012,2012.0,2013.0,,2013.0,2019.0,2021.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Coastal Climate-Resilient Infrastructure Project,Project,Project grant,,Strategic Climate Fund,10.0,4.96156341,10.0,2012,2012.0,2013.0,,2013.0,2019.0,2022.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PCR,2023.0,,,,,,,,
1,East Asia,Regular OCR-only,EARD,Gansu Featured Agriculture and Financial Services System Development Project,Project,Project loan,Project loan,OCR,100.0,101.654561835,100.0,2015,2015.0,2015.0,,2016.0,2021.0,2021.0,0.0,0.0,200.0,208.0,ANR,,2022.0,successful,relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
9,South Asia,OCR Blend,SARD,Sustainable Coastal Protection and Management Investment Program (Tranche 2 and Multitranche Financing Facility),Project,MFF-Facility,MFF - Facility,OCR,65.49,46.246201140000004,65.5,2017,2017.0,2017.0,,2017.0,2020.0,2021.0,0.0,0.0,93.54,65.49,ANR,,2022.0,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
0,South Asia,OCR Blend,SARD,"Sustainable Coastal Protection and Management 
Investment Program - Tranche 2 ",Project,MFF-Tranche (Loan),,OCR,65.49,46.246201140000004,65.5,2017,2017.0,2017.0,,2017.0,2020.0,2021.0,0.0,0.0,93.54,65.49,ANR,,2022.0,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,-,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Green Energy Corridor and Grid Strengthening Project,Project,Project loan,Project loan,OCR/KfW Bankengruppe/Asian Infrastructure Investment Bank,500.0,500.0,500.0,2015,2015.0,2017.0,,2017.0,2021.0,2021.0,1306.9,1209.0,2581.3,3386.9,ENE,,2022.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,East Asia,Regular OCR-only,EARD,Anhui Chao Lake Environmental Rehabilitation Project,Project,Project loan,Project loan,OCR,250.0,250.0,250.0,2012,2012.0,2013.0,,2013.0,2018.0,2022.0,0.0,0.0,432.11,412.9,ANR,,2022.0,successful,highly relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,,successful,Highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
1,Central and West Asia,OCR Blend,CWRD,Advanced Electricity Metering Project,Project,Project loan,Project loan,OCR,150.0,148.28537057,150.0,2011,2011.0,2012.0,,2012.0,2015.0,2021.0,0.0,0.0,200.0,159.85,ENE,,2022.0,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2023.0,,,,,,,,
